item,issn,label,publisher,homepage_url,http_status,final_url,category
8616,0253-360X,Hanjie Xuebao/Transactions of the China Welding In / Unknown,Unknown,,NO_URL,,NO_URL
8617,0014-4827,EXPERIMENTAL CELL RESEARCH / ELSEVIER INC,ELSEVIER INC,http://www.elsevier.com/wps/find/journaldescription.cws_home/622826/description,200,https://www.elsevier.com/products/journals,WORKING
8618,0196-8904,ENERGY CONVERSION AND  MANAGEMENT / PERGAMON-ELSEVIER SCIENCE LTD,PERGAMON-ELSEVIER SCIENCE LTD,https://www.journals.elsevier.com/energy-conversion-and-management,403,https://www.journals.elsevier.com/energy-conversion-and-management,BROKEN_403
8619,1462-2912,ENVIRONMENTAL MICROBIOLOGY / WILEY,WILEY,https://sfamjournals.onlinelibrary.wiley.com/journal/14622920,200,https://enviromicro-journals.onlinelibrary.wiley.com/action/cookieAbsent,WORKING
8620,1051-9815,WORK-A JOURNAL OF PREVENTION  ASSESSMENT & REHABIL / IOS PRESS,IOS PRESS,,NO_URL,,NO_URL
8621,0363-2415,FISHERIES / OXFORD UNIV PRESS,OXFORD UNIV PRESS,https://afspubs.onlinelibrary.wiley.com/journal/15488446,403,https://afspubs.onlinelibrary.wiley.com/journal/15488446,BROKEN_403
8622,0885-5765,PHYSIOLOGICAL AND MOLECULAR  PLANT PATHOLOGY / ACADEMIC PRESS LTD- ELSEVIER  SCI,ACADEMIC PRESS LTD- ELSEVIER  SCIENCE LTD,https://www.journals.elsevier.com/physiological-and-molecular-plant-pathology,403,https://www.journals.elsevier.com/physiological-and-molecular-plant-pathology,BROKEN_403
8623,1096-1178,Physiological and Molecular Plant Pathology Academ / Unknown,Unknown,https://www.journals.elsevier.com/physiological-and-molecular-plant-pathology,403,https://www.journals.elsevier.com/physiological-and-molecular-plant-pathology,BROKEN_403
8624,0016-8777,GERMAN LIFE AND LETTERS / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/14680483,403,https://onlinelibrary.wiley.com/journal/14680483,BROKEN_403
8625,1349-2365,INTERNATIONAL HEART JOURNAL / INT HEART JOURNAL ASSOC,INT HEART JOURNAL ASSOC,,NO_URL,,NO_URL
8626,0033-1538,Prospects Springer Netherlands / Unknown,Unknown,https://www.springer.com/journal/11125,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F11125,WORKING
8627,1573-9090,Prospects / Unknown,Unknown,https://www.springer.com/journal/11125,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F11125,WORKING
8628,1016-4383,Sarhad Journal of Agriculture ResearchersLinks Ltd / Unknown,Unknown,http://www.aup.edu.pk/sja.php,404,http://www.aup.edu.pk/sja.php,BROKEN_404
8629,0278-5927,JOURNAL OF AMERICAN ETHNIC  HISTORY / UNIV ILLINOIS PRESS,UNIV ILLINOIS PRESS,https://www.press.uillinois.edu/journals/jaeh.html,200,https://www.press.uillinois.edu/journals/?id=jaeh,WORKING
8630,0032-3233,POLITICKA EKONOMIE / PRAGUE UNIV ECONOMICS AND  BUSINESS,PRAGUE UNIV ECONOMICS AND  BUSINESS,,NO_URL,,NO_URL
8631,0308-6534,"JOURNAL OF IMPERIAL AND  COMMONWEALTH HISTORY / ROUTLEDGE JOURNALS, TAYLOR &  FR","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",http://www.tandfonline.com/action/journalInformation?journalCode=fich20,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
8632,0266-5433,"PLANNING PERSPECTIVES / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/rppe20/current,403,https://www.tandfonline.com/toc/rppe20/current,BROKEN_403
8633,1566-4910,JOURNAL OF HOUSING AND THE BUILT  ENVIRONMENT / SPRINGER,SPRINGER,https://www.springer.com/journal/10901,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10901,WORKING
8634,1465-3125,Journal of Orthodontics SAGE Publications Inc. / Unknown,Unknown,https://us.sagepub.com/en-us/nam/journal-of-orthodontics/journal203588,500,https://us.sagepub.com/en-us/nam/journal-of-orthodontics/journal203588,BROKEN_500
8635,0738-8551,CRITICAL REVIEWS IN BIOTECHNOLOGY / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,http://www.tandfonline.com/ibty,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
8636,2665-9727,Environmental and Sustainability Indicators Elsevi / Unknown,Unknown,https://www.journals.elsevier.com/environmental-and-sustainability-indicators,403,https://www.journals.elsevier.com/environmental-and-sustainability-indicators,BROKEN_403
8637,0038-0342,SOCIOLOGISK FORSKNING / SOCIOLOGISK FORSKNING,SOCIOLOGISK FORSKNING,https://www.sociologiskforskning.se,200,https://www.sociologiskforskning.se,WORKING
8638,2002-066X,Sociologisk Forskning / Unknown,Unknown,https://www.sociologiskforskning.se,200,https://www.sociologiskforskning.se,WORKING
8639,0211-2175,Analisi Universitat Autonoma de Barcelona / Unknown,Unknown,http://analisi.cat/index,200,https://analisi.cat/index,WORKING
8640,1662-9981,JOURNAL OF PSEUDO-DIFFERENTIAL  OPERATORS AND APPL / SPRINGER BASEL AG,SPRINGER BASEL AG,https://link.springer.com/journal/11868,200,https://link.springer.com/journal/11868,WORKING
8641,2410-6593,Tonkie Khimicheskie Tekhnologii MIREA - Russian Te / Unknown,Unknown,https://www.finechem-mirea.ru,200,https://www.finechem-mirea.ru/jour,WORKING
8642,1449-8596,JOURNAL OF SPATIAL SCIENCE / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/tjss20/current,403,https://www.tandfonline.com/toc/tjss20/current,BROKEN_403
8643,1195-1036,Geomatica Elsevier B.V. / Unknown,Unknown,http://www.springerlink.com/openurl.asp?genre=journal&issn=1384-6175,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
8644,2054-6750,Sonography John Wiley and Sons Inc / Unknown,Unknown,https://onlinelibrary.wiley.com/journal/20546750,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
8645,1745-6452,Journal of Banking Regulation Palgrave Macmillan L / Unknown,Unknown,https://link.springer.com/journal/41261,200,https://link.springer.com/journal/41261,WORKING
8646,0021-5597,Jazykovedny Casopis De Gruyter Open Ltd. / Unknown,Unknown,https://content.sciendo.com/view/journals/jazcas/jazcas-overview.xml,200,https://reference-global.com:443/journal/JAZCAS,WORKING
8647,2724-6116,MINERVA ENDOCRINOLOGY / EDIZIONI MINERVA MEDICA,EDIZIONI MINERVA MEDICA,,NO_URL,,NO_URL
8648,1934-9637,Journal of Spirituality in Mental Health Routledge / Unknown,Unknown,https://www.tandfonline.com/toc/wspi20/current,403,https://www.tandfonline.com/toc/wspi20/current,BROKEN_403
8649,1224-7448,Philobiblon Cluj University Press / Unknown,Unknown,http://bancroft.berkeley.edu/philobiblon,200,https://www.lib.berkeley.edu/visit/bancroft,WORKING
8650,2251-1717,Journal of Astronomical Instrumentation World Scie / Unknown,Unknown,http://www.worldscientific.com/loi/jai,403,http://www.worldscientific.com/loi/jai,BROKEN_403
8651,2666-6227,Current Research in Ecological and Social Psycholo / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,https://www.journals.elsevier.com/current-research-in-ecological-and-social-psychology,403,https://www.journals.elsevier.com/current-research-in-ecological-and-social-psychology,BROKEN_403
8652,1881-4387,International Journal of Economic Policy Studies S / Unknown,Unknown,https://link.springer.com/journal/42495,200,https://link.springer.com/journal/42495,WORKING
8653,1349-340X,Journal of Wind Engineering Japan Association for  / Unknown,Unknown,,NO_URL,,NO_URL
8654,0580-6712,Monteagudo Universidad de Murcia / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,,NO_URL,,NO_URL
8655,1540-1960,"MIS QUARTERLY EXECUTIVE / INDIANA UNIV, OPER & DECISION  TECHNOL D","INDIANA UNIV, OPER & DECISION  TECHNOL DEPT",,NO_URL,,NO_URL
8656,2280-482X,Rivista di Filosofia del Diritto Societa Editrice  / Unknown,Unknown,https://www.rivisteweb.it/issn/2280-482X,200,https://www.rivisteweb.it/issn/2280-482X,WORKING
8657,2612-1034,Rivista di filosofia del diritto / Unknown,Unknown,https://www.rivisteweb.it/issn/2280-482X,200,https://www.rivisteweb.it/issn/2280-482X,WORKING
8658,2502-9363,Psikohumaniora State Islamic University Walisongo  / N°   ISSN   E-ISSN,N°   ISSN   E-ISSN,http://journal.walisongo.ac.id/index.php/Psikohumaniora,403,http://journal.walisongo.ac.id/index.php/Psikohumaniora,BROKEN_403
8659,2752-8464,Craniomaxillofacial Research and Innovation SAGE P / Unknown,Unknown,,NO_URL,,NO_URL
8660,0378-2506,Byzantion: Revue Internationale des Etudes Byzanti / Unknown,Unknown,,NO_URL,,NO_URL
8661,2097-1338,Academic Journal of Naval Medical University Secon / Unknown,Unknown,,NO_URL,,NO_URL
8662,1004-5341,China Welding (English Edition) China Welding / Unknown,Unknown,,NO_URL,,NO_URL
8663,0740-3194,MAGNETIC RESONANCE IN MEDICINE / WILEY,WILEY,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2594,403,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2594,BROKEN_403
8664,1470-1626,REPRODUCTION / BIOSCIENTIFICA LTD,BIOSCIENTIFICA LTD,http://www.reproduction-online.org/,403,http://www.reproduction-online.org/,BROKEN_403
8665,0140-3664,COMPUTER COMMUNICATIONS / ELSEVIER,ELSEVIER,https://www.journals.elsevier.com/computer-communications,403,https://www.journals.elsevier.com/computer-communications,BROKEN_403
8666,0037-8046,SOCIAL WORK / OXFORD UNIV PRESS INC,OXFORD UNIV PRESS INC,https://academic.oup.com/sw,403,https://academic.oup.com/sw,BROKEN_403
8667,1039-8562,AUSTRALASIAN PSYCHIATRY / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://apy.sagepub.com/,403,http://apy.sagepub.com/,BROKEN_403
8668,0029-4470,NOTORNIS / ORNITHOLOGICAL SOC NEW  ZEALAND,ORNITHOLOGICAL SOC NEW  ZEALAND,,NO_URL,,NO_URL
8669,1862-6254,PHYSICA STATUS SOLIDI-RAPID  RESEARCH LETTERS / WILEY-V C H VERLAG GMBH,WILEY-V C H VERLAG GMBH,https://onlinelibrary.wiley.com/journal/18626270,403,https://onlinelibrary.wiley.com/journal/18626270,BROKEN_403
8670,0023-6772,LABORATORY ANIMALS / SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,https://us.sagepub.com/en-us/nam/journal/laboratory-animals,500,https://us.sagepub.com/en-us/nam/journal/laboratory-animals,BROKEN_500
8671,1226-4881,Transactions of the Korean Society of Mechanical E / Unknown,Unknown,,NO_URL,,NO_URL
8672,1871-5192,WOMEN AND BIRTH / ELSEVIER,ELSEVIER,https://www.journals.elsevier.com/women-and-birth,403,https://www.journals.elsevier.com/women-and-birth,BROKEN_403
8673,0195-6574,ENERGY JOURNAL / SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,https://journals.sagepub.com/home/enja,403,https://journals.sagepub.com/home/enja,BROKEN_403
8674,1079-0268,JOURNAL OF SPINAL CORD MEDICINE / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/yscm20/current,403,https://www.tandfonline.com/toc/yscm20/current,BROKEN_403
8675,1022-1344,MACROMOLECULAR THEORY AND  SIMULATIONS / WILEY-V C H VERLAG GMBH,WILEY-V C H VERLAG GMBH,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-3919,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
8676,1735-9066,Iranian Journal of Nursing and Midwifery Research  / Unknown,Unknown,http://www.ijnmr.ir,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
8677,0185-2574,Estudios de Cultura Maya Universidad Nacional Auto / Unknown,Unknown,https://revistas-filologicas.unam.mx/estudios-cultura-maya/index.php/ecm/index,200,https://revistas-filologicas.unam.mx/estudios-cultura-maya/index.php/ecm/index,WORKING
8678,0013-8282,ENGLISH LANGUAGE NOTES / UNIV COLORADO,UNIV COLORADO,http://0-search.ebscohost.com.emu.londonmet.ac.uk/direct.asp?db=hlh&jid=ELG&scope=site,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
8679,2311-7710,Journal of Advanced Veterinary and Animal Research / Unknown,Unknown,http://bdvets.org/JAVAR/,200,https://bdvets.org/JAVAR/,WORKING
8680,1050-8619,"INTERNATIONAL JOURNAL FOR THE  PSYCHOLOGY OF RELIG / ROUTLEDGE JOURNALS, TAYLOR ","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",http://www.informaworld.com/smpp/title~db=all~content=t775653664~tab=summary,200,https://taylorandfrancis.com/,WORKING
8681,0767-3701,Recherche et Applications en Marketing SAGE Public / Unknown,Unknown,https://us.sagepub.com/en-us/nam/journal/recherche-et-applications-en-marketing-french-edition,500,https://us.sagepub.com/en-us/nam/journal/recherche-et-applications-en-marketing-french-edition,BROKEN_500
8682,2074-272X,Electrical Engineering and Electromechanics Nation / Unknown,Unknown,http://eie.khpi.edu.ua/,200,http://eie.khpi.edu.ua/,WORKING
8683,2953-4917,"Data and Metadata Editorial Salud, Ciencia y Tecno / Unknown",Unknown,,NO_URL,,NO_URL
8684,2210-6561,LEARNING CULTURE AND SOCIAL  INTERACTION / ELSEVIER SCI LTD,ELSEVIER SCI LTD,https://www.journals.elsevier.com/learning-culture-and-social-interaction,403,https://www.journals.elsevier.com/learning-culture-and-social-interaction,BROKEN_403
8685,0033-2526,Przeglad Dermatologiczny Termedia Publishing House / Unknown,Unknown,http://www.termedia.pl/Journal/Przeglad_Dermatologiczny-56,200,https://www.termedia.pl/Journal/Przeglad_Dermatologiczny-56,WORKING
8686,2312-9220,RUDN Journal of Studies in Literature and Journali / Unknown,Unknown,http://193.232.218.56/web-local/fak/rj/index.php?id=23&p=138,ERROR,timed out,BROKEN_NET
8687,1614-2411,4OR-A QUARTERLY JOURNAL OF  OPERATIONS RESEARCH / SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,https://www.springer.com/journal/10288,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10288,WORKING
8688,2041-8396,"WILEY INTERDISCIPLINARY REVIEWS- ENERGY AND ENVIRO / WILEY PERIODICALS, INC","WILEY PERIODICALS, INC",https://onlinelibrary.wiley.com/journal/2041840X,403,https://onlinelibrary.wiley.com/journal/2041840X,BROKEN_403
8689,1880-8247,PLANKTON & BENTHOS RESEARCH / PLANKTON SOC JAPAN,PLANKTON SOC JAPAN,,NO_URL,,NO_URL
8690,1750-5968,Journal of Information Literacy CILIP Information  / Unknown,Unknown,https://ojs.lboro.ac.uk/JIL/index,404,https://ojs.lboro.ac.uk/JIL/index,BROKEN_404
8691,1974-6059,International Review of Automatic Control Praise W / Unknown,Unknown,http://www.praiseworthyprize.it/public/SUBSCRIBERS/IREACO.html,200,https://www.praiseworthyprize.it/public/SUBSCRIBERS/IREACO.html,WORKING
8692,1974-6067,International Review of Automatic Control (IREACO) / Unknown,Unknown,http://www.praiseworthyprize.it/public/SUBSCRIBERS/IREACO.html,200,https://www.praiseworthyprize.it/public/SUBSCRIBERS/IREACO.html,WORKING
8693,0916-8737,Journal of Smooth Muscle Research Japan Society of / Unknown,Unknown,http://www.jssmr.jp/official/pg_journal/index.html,200,https://www.jssmr.jp/official/pg_journal/index.html,WORKING
8694,2223-1331,Journal of Asian Scientific Research Asian Economi / Unknown,Unknown,http://bibpurl.oclc.org/web/53342,200,http://www.aessweb.com/journal-detail.php?id=5003,WORKING
8695,2304-0238,Ukrainian Journal of Nephrology and Dialysis Natio / Unknown,Unknown,https://ukrjnd.com.ua,200,https://ukrjnd.com.ua/index.php/journal,WORKING
8696,0350-0241,Starinar Institute of Archaeology Belgrade / Unknown,Unknown,http://www.doiserbia.nb.rs/journal.aspx?issn=0350-0241,ERROR,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.doiserbia.nb.rs'. (_ssl.c:1018)",BROKEN_NET
8697,2524-101X,Lex Portus National University Odessa Law Academy / Unknown,Unknown,https://lexportus.net.ua,200,https://lexportus.net.ua,WORKING
8698,2051-6223,International Journal of Practice-Based Learning i / Unknown,Unknown,http://journals.heacademy.ac.uk/journal/pblh,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
8699,2790-8119,Nano Research Energy Tsinghua University Press / Unknown,Unknown,,NO_URL,,NO_URL
8700,2297-6477,Challenges in Sustainability Acadlore Publishing S / Unknown,Unknown,http://www.librelloph.com/challengesinsustainability,200,https://www.librellopublishing.com/,WORKING
8701,2527-8150,Al-Ahkam: Jurnal Ilmu Syari'ah dan Hukum Sharia Fa / Unknown,Unknown,,NO_URL,,NO_URL
8702,2769-4615,Fruit Research Maximum Academic Press / Unknown,Unknown,,NO_URL,,NO_URL
8703,2518-4245,Proceedings of the Pakistan Academy of Sciences: P / Unknown,Unknown,,NO_URL,,NO_URL
8704,2080-0886,Central European Journal of Economic Modelling and / Unknown,Unknown,http://cejeme.org,200,https://cejeme.pan.pl/,WORKING
8705,0091-1062,SAMPE JOURNAL / SAMPE PUBLISHERS,SAMPE PUBLISHERS,,NO_URL,,NO_URL
8706,2790-6760,Nano TransMed KeAi Publishing Communications Ltd. / Unknown,Unknown,,NO_URL,,NO_URL
8707,2213-302X,Journal of Facade Design and Engineering TU Delft  / Unknown,Unknown,https://journals.open.tudelft.nl/jfde/,404,https://journals.open.tudelft.nl/jfde/,BROKEN_404
8708,0503-1540,La Mer Societe Franco-Japonaise d'Oceanographie / Unknown,Unknown,,NO_URL,,NO_URL
8709,1818-5495,Journal of Prime Research in Mathematics Abdus Sal / Unknown,Unknown,,NO_URL,,NO_URL
8710,0018-926X,IEEE TRANSACTIONS ON ANTENNAS  AND PROPAGATION / IEEE-INST ELECTRICAL ELECTRONIC,IEEE-INST ELECTRICAL ELECTRONICS  ENGINEERS INC,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=8,200,https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=8,WORKING
8711,1522-1946,CATHETERIZATION AND  CARDIOVASCULAR INTERVENTIONS / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/1522726X,403,https://onlinelibrary.wiley.com/journal/1522726X,BROKEN_403
8712,0894-1777,EXPERIMENTAL THERMAL AND FLUID  SCIENCE / ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,https://www.journals.elsevier.com/experimental-thermal-and-fluid-science,403,https://www.journals.elsevier.com/experimental-thermal-and-fluid-science,BROKEN_403
8713,1746-6148,BMC VETERINARY RESEARCH / BMC,BMC,https://bmcvetres.biomedcentral.com/,200,https://bmcvetres.biomedcentral.com/,WORKING
8714,0022-474X,JOURNAL OF STORED PRODUCTS  RESEARCH / PERGAMON-ELSEVIER SCIENCE LTD,PERGAMON-ELSEVIER SCIENCE LTD,https://www.journals.elsevier.com/journal-of-stored-products-research,403,https://www.journals.elsevier.com/journal-of-stored-products-research,BROKEN_403
8715,0010-1451,COLOQUIO-LETRAS / FUNDACAO CALOUSTE GULBENKIAN,FUNDACAO CALOUSTE GULBENKIAN,,NO_URL,,NO_URL
8716,1568-1637,AGEING RESEARCH REVIEWS / ELSEVIER IRELAND LTD,ELSEVIER IRELAND LTD,http://www.elsevier.com/wps/find/journaldescription.cws_home/621649/description#description,200,https://www.elsevier.com/products/journals,WORKING
8717,1934-6344,INTERNATIONAL JOURNAL OF  AGRICULTURAL AND BIOLOGI / CHINESE ACAD AGRICULTURAL  ,CHINESE ACAD AGRICULTURAL  ENGINEERING,https://ijabe.org,200,https://ijabe.org/index.php/ijabe,WORKING
8718,1049-3867,WOMENS HEALTH ISSUES / ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,https://www.journals.elsevier.com/womens-health-issues,403,https://www.journals.elsevier.com/womens-health-issues,BROKEN_403
8719,1360-2322,JOURNAL OF APPLIED RESEARCH IN  INTELLECTUAL DISAB / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/14683148,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
8720,2193-2336,MILITARGESCHICHTLICHE ZEITSCHRIFT / WALTER DE GRUYTER GMBH,WALTER DE GRUYTER GMBH,,NO_URL,,NO_URL
8721,0840-6286,EIGHTEENTH-CENTURY FICTION / UNIV TORONTO PRESS INC,UNIV TORONTO PRESS INC,,NO_URL,,NO_URL
8722,1743-0437,"SPORT IN SOCIETY / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/fcss20/current,403,https://www.tandfonline.com/toc/fcss20/current,BROKEN_403
8723,0213-4853,NEUROLOGIA / ELSEVIER ESPANA SLU,ELSEVIER ESPANA SLU,https://www.journals.elsevier.com/neurologia,403,https://www.journals.elsevier.com/neurologia,BROKEN_403
8724,1697-1264,Neurología / Unknown,Unknown,https://www.journals.elsevier.com/neurologia,403,https://www.journals.elsevier.com/neurologia,BROKEN_403
8725,1432-2625,Gesundheitsokonomie und Qualitatsmanagement Georg  / Unknown,Unknown,,NO_URL,,NO_URL
8726,0162-2870,OCTOBER / MIT PRESS,MIT PRESS,,NO_URL,,NO_URL
8727,0146-2679,Collection Management Routledge / Unknown,Unknown,https://www.tandfonline.com/toc/wcol20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
8728,0360-0572,ANNUAL REVIEW OF SOCIOLOGY / ANNUAL REVIEWS,ANNUAL REVIEWS,http://www.annualreviews.org/journal/soc,200,https://www.annualreviews.org/content/journals/soc,WORKING
8729,1557-251X,"INTERNATIONAL JOURNAL OF SPORT  AND EXERCISE PSYCH / ROUTLEDGE JOURNALS, TAYLOR ","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/rijs20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
8730,1083-6101,JOURNAL OF COMPUTER-MEDIATED  COMMUNICATION / OXFORD UNIV PRESS INC,OXFORD UNIV PRESS INC,http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291083-6101,403,http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291083-6101,BROKEN_403
8731,2056-5623,Future Science OA Taylor and Francis Ltd. / Unknown,Unknown,http://www.future-science.com/loi/fso,526,http://www.future-science.com/loi/fso,BROKEN_526
8732,1073-0516,ACM TRANSACTIONS ON COMPUTER- HUMAN INTERACTION / ASSOC COMPUTING MACHINERY,ASSOC COMPUTING MACHINERY,http://tochi.acm.org/,200,https://dl.acm.org/journal/tochi,WORKING
8733,1466-4615,FILM-PHILOSOPHY / EDINBURGH UNIV PRESS,EDINBURGH UNIV PRESS,https://www.euppublishing.com/loi/film,200,https://www.euppublishing.com/loi/film,WORKING
8734,1891-1803,Campbell Systematic Reviews John Wiley & Sons Inc. / Unknown,Unknown,https://onlinelibrary.wiley.com/journal/18911803,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
8735,0970-7212,Endodontology Wolters Kluwer Medknow Publications / Unknown,Unknown,http://www.endodontologyonweb.org,200,https://journals.lww.com/eddt/pages/default.aspx,WORKING
8736,1010-6960,"TURKIYE ENTOMOLOJI DERGISI- TURKISH JOURNAL OF ENT / ENTOMOLOGICAL SOC TURKEY, E","ENTOMOLOGICAL SOC TURKEY, EGE  UNIV",http://dergipark.gov.tr/entoted,404,http://dergipark.gov.tr/entoted,BROKEN_404
8737,0120-5552,Salud Uninorte Universidad del Norte / Unknown,Unknown,,NO_URL,,NO_URL
8738,1005-1120,Transactions of Nanjing University of Aeronautics  / Unknown,Unknown,,NO_URL,,NO_URL
8739,0873-9749,ACTA ETHOLOGICA / SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,https://www.springer.com/journal/10211,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10211,WORKING
8740,1753-3015,"ARTS & HEALTH / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/rahe20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
8741,0100-0039,Cientifica Universidade Estadual Paulista (UNESP) / Unknown,Unknown,http://www.cientifica.org.br,200,https://www.cientifica.org.br/,WORKING
8742,1554-964X,GENEVA RISK AND INSURANCE REVIEW / PALGRAVE MACMILLAN LTD,PALGRAVE MACMILLAN LTD,https://link.springer.com/journal/10713,200,https://link.springer.com/journal/10713,WORKING
8743,1131-9070,Cuadernos de Filologia Clasica Editorial Compluten / Unknown,Unknown,http://revistas.ucm.es/index.php/CFCG,200,https://revistas.ucm.es/index.php/CFCG,WORKING
8744,2195-2957,"Preservation, Digital Technology and Culture De Gr / Unknown",Unknown,http://www.degruyter.com/view/j/pdtc,200,https://www.degruyterbrill.com:443/journal/key/pdtc/html,WORKING
8745,1015-1818,Turkish Journal of History Istanbul University Fac / Unknown,Unknown,http://dergipark.gov.tr/iutarih,404,http://dergipark.gov.tr/iutarih,BROKEN_404
8746,1230-7831,Ochrona Srodowiska i Zasobow Naturalnych De Gruyte / Unknown,Unknown,http://www.ios.edu.pl/pol/ochrona.html,404,http://www.ios.edu.pl/pol/ochrona.html,BROKEN_404
8747,2662-124X,Humanism in Business Series Springer:  Palgrave Ma / Unknown,Unknown,,NO_URL,,NO_URL
8748,2190-9385,JOURNAL OF CERAMIC SCIENCE AND  TECHNOLOGY / GOLLER VERLAG GMBH,GOLLER VERLAG GMBH,,NO_URL,,NO_URL
8749,2545-0255,Fisheries and Aquatic Life Sciendo / Unknown,Unknown,https://sciendo.com/journal/AOPF,200,https://reference-global.com:443/journal/AOPF,WORKING
8750,2095-9389,Gongcheng Kexue Xuebao/Chinese Journal of Engineer / Unknown,Unknown,https://cje.ustb.edu.cn,200,https://cje.ustb.edu.cn,WORKING
8751,0971-7633,Foreign Trade Review Sage Publications India Pvt.  / Unknown,Unknown,,NO_URL,,NO_URL
8752,2630-0702,Journal of Fisheries and Environment Faculty of Fi / Unknown,Unknown,,NO_URL,,NO_URL
8753,1004-4388,Well Testing Well Testing / Unknown,Unknown,,NO_URL,,NO_URL
8754,2146-8087,MILLI FOLKLOR / GELENEKSEL YAYINCILIK LTD STL,GELENEKSEL YAYINCILIK LTD STL,,NO_URL,,NO_URL
8755,0375-524X,AUSTRIAN JOURNAL OF FOREST  SCIENCE / OSTERREICHISCHER AGRARVERLAG,OSTERREICHISCHER AGRARVERLAG,,NO_URL,,NO_URL
8756,1743-6095,JOURNAL OF SEXUAL MEDICINE / OXFORD UNIV PRESS,OXFORD UNIV PRESS,https://www.sciencedirect.com/journal/the-journal-of-sexual-medicine,403,https://www.sciencedirect.com/journal/the-journal-of-sexual-medicine,BROKEN_403
8757,1999-4923,PHARMACEUTICS / MDPI,MDPI,http://www.mdpi.com/journal/pharmaceutics/,403,http://www.mdpi.com/journal/pharmaceutics/,BROKEN_403
8758,0025-1909,MANAGEMENT SCIENCE / INFORMS,INFORMS,http://pubsonline.informs.org/journal/mnsc,200,https://pubsonline.informs.org/journal/mnsc,WORKING
8759,1031-3613,REPRODUCTION FERTILITY AND  DEVELOPMENT / CSIRO PUBLISHING,CSIRO PUBLISHING,http://www.publish.csiro.au/rd,403,http://www.publish.csiro.au/rd,BROKEN_403
